,analyzer,c,kernel,lowercase,mae_train,mae_val,max_features,ngram_max,ngram_min,nu,use_idf
0,word,1.0,rbf,1.0,0.15845628806937187,0.5787436833362813,10000.0,1.0,1.0,0.7,1.0
