,analyzer,c,class_acc_train,class_acc_val,kernel,lowercase,mae_train,mae_val,max_features,ngram_max,ngram_min,use_idf
0,word,1.0,0.8182703803746181,0.6796977660972404,linear,1.0,0.5629856498960054,0.6632737858325795,10000.0,1.0,1.0,1.0
