,analyzer,c,class_acc_train,class_acc_val,kernel,lowercase,mae_train,mae_val,max_features,ngram_max,ngram_min,use_idf
0,word,1.0,0.6543417615020148,0.14323258869908015,linear,1.0,0.2922363849180453,0.5565957963623134,10000.0,1.0,1.0,1.0
