,analyzer,c,lowercase,mae_train,mae_val,max_features,ngram_max,ngram_min,use_idf
0,word,0.0001,1.0,28.22887874092494,28.320946743986667,10000.0,1.0,1.0,1.0
1,word,0.001,1.0,14.850802781409744,14.859583524972528,10000.0,1.0,1.0,1.0
2,word,0.01,1.0,0.7733091937296752,0.7576856668900545,10000.0,1.0,1.0,1.0
3,word,0.1,1.0,0.5573829431490991,0.6026911059071102,10000.0,1.0,1.0,1.0
4,word,1.0,1.0,0.4172224317505565,0.611004964763866,10000.0,1.0,1.0,1.0
5,word,10.0,1.0,0.3625988247095729,0.7228552603807394,10000.0,1.0,1.0,1.0
6,word,100.0,1.0,0.37162800117398315,0.7898806098387623,10000.0,1.0,1.0,1.0
